duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom,price_per_area
,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,125.0,7.5,,60.0
,,,3.0,,Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,93.0,5.8,,62.365591397849464
,,,3.0,1.0,Đường Hoàng Minh Giám,Phường Nhân Chính,Quận Thanh Xuân,73.0,4.0,,54.794520547945204
,,,3.0,18.0,Đường Tố Hữu,Phường Thanh Xuân Bắc,Quận Thanh Xuân,103.0,6.0,,58.25242718446602
,,,3.0,15.0,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,98.0,7.29,,74.38775510204081
,,,3.0,5.0,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,62.0,3.45,,55.645161290322584
,,,3.0,8.0,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,132.0,8.1,,61.36363636363637
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,107.0,7.6,2.0,71.02803738317758
Five Star Kim Giang,Đông,,3.0,,,,Quận Thanh Xuân,86.0,5.9,2.0,68.6046511627907
Golden West,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,96.0,4.2,2.0,43.75
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,105.0,9.4,2.0,89.52380952380952
Gold Tower,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,125.0,8.08,2.0,64.64
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,7.4,2.0,72.54901960784314
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,6.5,2.0,65.0
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,105.0,9.7,2.0,92.38095238095238
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.0,2.0,62.5
Golden West,,,3.0,,Phố Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,93.0,5.3,2.0,56.98924731182796
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,105.0,9.5,2.0,90.47619047619048
Five Star Kim Giang,Đông,,3.0,,Đường Kim Giang,Phường Kim Giang,Quận Thanh Xuân,86.0,6.0,2.0,69.76744186046511
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,145.0,8.5,2.0,58.62068965517241
Handico Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,96.0,6.72,2.0,70.0
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,5.6,2.0,56.0
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,120.0,10.0,2.0,83.33333333333333
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,88.0,5.68,2.0,64.54545454545455
Imperia Garden,,,3.0,,,,Quận Thanh Xuân,120.0,8.5,2.0,70.83333333333333
Royal City,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,109.0,7.63,2.0,70.0
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.0,2.0,62.5
Hapulico Complex,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,6.3,2.0,63.0
Licogi 13 Tower,,,3.0,,,,Quận Thanh Xuân,130.0,3.7,2.0,28.46153846153846
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,90.0,5.2,2.0,57.77777777777778
Stellar Garden,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,95.0,5.95,2.0,62.63157894736842
GoldSeason,,,3.0,,,,Quận Thanh Xuân,110.0,8.0,2.0,72.72727272727273
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,94.0,6.0,2.0,63.829787234042556
Licogi 13 Tower,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,130.0,4.0,2.0,30.76923076923077
Riverside Garden,,,3.0,,,Phường Khương Đình,Quận Thanh Xuân,85.0,6.1,2.0,71.76470588235294
,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,130.0,3.98,2.0,30.615384615384617
Licogi 13 Tower,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,130.0,3.95,2.0,30.384615384615383
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,94.0,5.5,2.0,58.51063829787234
Gold Tower,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,103.0,7.5,2.0,72.81553398058253
Star Tower 283 Khương Trung,,,3.0,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,93.0,5.5,2.0,59.13978494623656
Chung cư The Legacy,Đông,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,144.0,7.6,2.0,52.77777777777778
,,,3.0,,Đường Hoàng Minh Giám,Phường Nhân Chính,Quận Thanh Xuân,75.0,4.3,2.0,57.333333333333336
Bohemia Residence,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,135.0,6.8,2.0,50.370370370370374
Handico Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,79.0,5.16,2.0,65.31645569620254
Hà Nội Center Point,,,3.0,,Phố Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân,128.0,7.75,2.0,60.546875
Pandora 53 Triều Khúc,,,3.0,,Đường Triều Khúc,Phường Thanh Xuân Nam,Quận Thanh Xuân,100.0,7.1,2.0,71.0
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,7.5,2.0,58.59375
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,117.0,7.5,2.0,64.1025641025641
Imperia Garden,,,3.0,,,,Quận Thanh Xuân,110.0,9.0,2.0,81.81818181818181
Hạ Đình Tower,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.45,2.0,49.44444444444444
Licogi 13 Tower,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,130.0,3.95,2.0,30.384615384615383
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,88.0,5.2,2.0,59.09090909090909
GoldSeason,,,3.0,,,,Quận Thanh Xuân,90.0,6.5,2.0,72.22222222222223
Việt Đức Complex,,,3.0,,,,Quận Thanh Xuân,136.0,5.5,2.0,40.44117647058823
Sapphire Palace,,,3.0,,Phố Chính Kinh,Phường Thanh Xuân Trung,Quận Thanh Xuân,99.0,6.3,,63.63636363636363
Royal City,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,130.0,9.0,2.0,69.23076923076923
GoldSeason,,,3.0,,,,Quận Thanh Xuân,100.0,7.5,2.0,75.0
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,6.5,2.0,50.78125
Bohemia Residence,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,135.0,6.75,2.0,50.0
Licogi 13 Tower,,,3.0,,,,Quận Thanh Xuân,130.0,3.9,2.0,30.0
Licogi 13 Tower,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,130.0,3.95,2.0,30.384615384615383
KĐT Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,110.0,4.7,2.0,42.72727272727273
Handi Resco Lê văn Lương,,,3.0,,,,Quận Thanh Xuân,97.0,7.0,2.0,72.16494845360825
Licogi 13 Tower,,,3.0,,,,Quận Thanh Xuân,130.0,3.9,2.0,30.0
Imperial Plaza,,,3.0,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,110.0,5.5,2.0,50.0
Licogi 13 Tower,,,3.0,,,,Quận Thanh Xuân,130.0,3.7,,28.46153846153846
Licogi 13 Tower,,,3.0,,,,Quận Thanh Xuân,130.0,3.9,2.0,30.0
Licogi 13 Tower,,,3.0,,,,Quận Thanh Xuân,130.0,3.9,2.0,30.0
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,122.0,8.0,2.0,65.57377049180327
Hei Tower Điện Lực,,,3.0,,,,Quận Thanh Xuân,88.0,5.16,2.0,58.63636363636363
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,125.0,8.5,2.0,68.0
Phú Gia Residence,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,117.0,7.0,2.0,59.82905982905983
Riverside Garden,Đông,,3.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,86.0,6.0,2.0,69.76744186046511
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,107.0,7.5,2.0,70.09345794392523
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,80.0,6.5,2.0,81.25
Việt Đức Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,94.0,4.0,2.0,42.5531914893617
Golden Land,,,3.0,,,,Quận Thanh Xuân,130.0,9.0,2.0,69.23076923076923
Chung cư Ban cơ yếu Chính phủ,,,3.0,,,Phường Thanh Xuân Bắc,Quận Thanh Xuân,125.0,8.5,2.0,68.0
Hei Tower Điện Lực,,,3.0,,,,Quận Thanh Xuân,90.0,5.5,2.0,61.111111111111114
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,100.0,5.7,2.0,57.0
KĐT Hạ Đình,,,3.0,,,,Quận Thanh Xuân,108.0,4.7,2.0,43.51851851851852
Star Tower 283 Khương Trung,,,3.0,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,86.0,3.7,2.0,43.02325581395349
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,105.0,7.0,2.0,66.66666666666667
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,97.0,8.27,2.0,85.25773195876289
Imperia Garden,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,118.0,9.5,2.0,80.50847457627118
Viha Complex,,,3.0,,,,Quận Thanh Xuân,97.0,7.99,3.0,82.37113402061856
,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,84.0,5.3,2.0,63.095238095238095
Comatce Tower,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,145.0,8.0,2.0,55.172413793103445
,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,2.95,1.0,32.77777777777778
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,65.0,6.2,2.0,95.38461538461539
,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,2.95,1.0,32.77777777777778
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.6,2.0,51.111111111111114
,,,3.0,,,Phường Thanh Xuân Bắc,Quận Thanh Xuân,85.0,2.95,2.0,34.705882352941174
Hà Nội Center Point,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,69.0,5.0,2.0,72.46376811594203
Licogi 13 Tower,Tây,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,90.0,4.9,2.0,54.44444444444444
Royal City,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,125.0,9.0,2.0,72.0
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.3,2.0,47.77777777777778
90 Nguyễn Tuân,,,3.0,,,,Quận Thanh Xuân,97.0,7.88,2.0,81.23711340206185
,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Khương Trung,Quận Thanh Xuân,121.0,8.2,2.0,67.76859504132231
Harmony Square,,,3.0,,Đường Nguyễn Tuân,Phường Nhân Chính,Quận Thanh Xuân,91.0,6.05,2.0,66.48351648351648
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,116.0,6.0,2.0,51.724137931034484
Viha Complex,,,3.0,,,,Quận Thanh Xuân,96.0,8.8,2.0,91.66666666666667
57 Vũ Trọng Phụng,,,3.0,,,,Quận Thanh Xuân,108.0,5.76,2.0,53.333333333333336
Cienco1 Hoàng Đạo Thúy,,,3.0,,,,Quận Thanh Xuân,155.0,8.7,3.0,56.12903225806452
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,130.0,9.5,2.0,73.07692307692308
Chung cư Ban cơ yếu Chính phủ,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,125.0,9.7,2.0,77.6
Rivera Park Hà Nội,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,105.0,8.5,2.0,80.95238095238095
,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,107.0,6.8,2.0,63.55140186915888
Handico Complex,,,3.0,,,,Quận Thanh Xuân,80.0,5.92,2.0,74.0
Hapulico Complex,,,3.0,,,,Quận Thanh Xuân,107.0,7.7,2.0,71.96261682242991
96 Định Công,,,3.0,,,,Quận Thanh Xuân,98.0,4.31,2.0,43.97959183673469
,,,3.0,,,,Quận Thanh Xuân,98.0,6.3,2.0,64.28571428571429
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,7.5,2.0,73.52941176470588
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,100.0,7.5,2.0,75.0
Diamond Flower Tower,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,100.0,7.5,2.0,75.0
C3 Lê Văn Lương (Golden Palace),,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,100.0,7.5,2.0,75.0
Viha Complex,,,3.0,,,,Quận Thanh Xuân,93.0,8.18,,87.95698924731182
Hapulico Complex,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,139.0,8.4,2.0,60.431654676258994
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,8.6,3.0,92.47311827956989
Riverside Garden,,,3.0,,,,Quận Thanh Xuân,85.0,6.25,2.0,73.52941176470588
GoldSeason,,,3.0,,,,Quận Thanh Xuân,101.0,8.0,,79.20792079207921
,,,3.0,,Đường Khương Đình,Phường Khương Đình,Quận Thanh Xuân,80.0,2.58,2.0,32.25
,,,3.0,,Đường Hoàng Minh Giám,Phường Nhân Chính,Quận Thanh Xuân,74.0,4.3,2.0,58.108108108108105
96 Định Công,,,3.0,,Đường Định Công,Phường Phương Liệt,Quận Thanh Xuân,98.0,4.35,2.0,44.38775510204081
Chung cư The Legacy,,,3.0,,Phố Ngụy Như Kon Tum,Phường Thanh Xuân Trung,Quận Thanh Xuân,109.0,6.0,2.0,55.04587155963303
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,120.0,9.0,2.0,75.0
90 Nguyễn Tuân,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,97.0,6.6,2.0,68.04123711340206
,,,3.0,,Đường Nguyễn Xiển,Phường Hạ Đình,Quận Thanh Xuân,108.0,4.7,2.0,43.51851851851852
Gold Tower,,,3.0,,,,Quận Thanh Xuân,130.0,9.0,2.0,69.23076923076923
Mỹ Sơn Tower,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,101.0,4.0,2.0,39.603960396039604
Riverside Garden,Nam,,3.0,,,,Quận Thanh Xuân,126.0,7.9,2.0,62.698412698412696
Hà Nội Center Point,,,3.0,,Phố Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân,81.0,5.0,2.0,61.72839506172839
Fafilm - VNT Tower,,,3.0,,Đường Nguyễn Trãi,Phường Khương Trung,Quận Thanh Xuân,83.0,5.2,2.0,62.65060240963855
57 Vũ Trọng Phụng,,,3.0,,,,Quận Thanh Xuân,108.0,6.0,2.0,55.55555555555556
C3 Lê Văn Lương (Golden Palace),,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,122.0,8.0,2.0,65.57377049180327
Licogi 13 Tower,Đông,,3.0,,,,Quận Thanh Xuân,130.0,6.8,2.0,52.30769230769231
Bohemia Residence,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,135.0,8.5,2.0,62.96296296296296
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,6.6,2.0,64.70588235294117
54 Hạ Đình,,,3.0,,,,Quận Thanh Xuân,90.0,4.0,2.0,44.44444444444444
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,8.6,3.0,92.47311827956989
96 Định Công,,,3.0,,Đường Định Công,Phường Phương Liệt,Quận Thanh Xuân,115.0,4.8,2.0,41.73913043478261
Hạ Đình Tower,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,109.0,4.8,2.0,44.03669724770642
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,90.0,5.5,2.0,61.111111111111114
The Golden Palm Lê Văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,124.0,9.5,,76.61290322580645
Stellar Garden,,,3.0,,,,Quận Thanh Xuân,151.0,8.79,3.0,58.211920529801326
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,6.4,2.0,71.11111111111111
Five Star Kim Giang,Nam,,3.0,,Đường Kim Giang,Phường Kim Giang,Quận Thanh Xuân,105.0,6.5,2.0,61.904761904761905
Golden West,,,3.0,,Phố Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,93.0,5.1,2.0,54.83870967741935
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,95.0,5.9,2.0,62.10526315789474
,,,3.0,,Đường Bắc Hồng,Phường Kim Giang,Quận Thanh Xuân,85.0,5.1,2.0,60.0
Riverside Garden,,,3.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,90.0,4.5,2.0,50.0
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,106.0,4.3,2.0,40.56603773584906
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,3.9,2.0,43.333333333333336
,,,3.0,,Đường Nguyễn Quý Đức,Phường Thanh Xuân Bắc,Quận Thanh Xuân,85.0,2.98,2.0,35.05882352941177
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,85.0,4.0,2.0,47.05882352941177
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,91.0,4.07,2.0,44.72527472527473
54 Hạ Đình,Tây,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.45,2.0,49.44444444444444
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.3,2.0,47.77777777777778
Golden West,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,96.0,5.3,2.0,55.208333333333336
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,98.0,3.95,2.0,40.30612244897959
Stellar Garden,,,3.0,,,,Quận Thanh Xuân,111.0,7.0,2.0,63.06306306306306
Hei Tower Điện Lực,,,3.0,,,,Quận Thanh Xuân,96.0,6.0,2.0,62.5
Stellar Garden,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,95.0,5.7,2.0,60.0
Times Tower - HACC1 Complex Building,,,3.0,,,,Quận Thanh Xuân,134.0,9.0,2.0,67.16417910447761
Viha Complex,,,3.0,,,,Quận Thanh Xuân,93.0,8.37,,90.0
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.1,2.0,45.55555555555556
,,,3.0,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,90.0,3.45,2.0,38.333333333333336
,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,135.0,8.9,2.0,65.92592592592592
Hapulico Complex,,,3.0,,,,Quận Thanh Xuân,109.0,7.5,2.0,68.80733944954129
,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,70.0,3.5,2.0,50.0
Chung cư Ban cơ yếu Chính phủ,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,124.0,7.0,2.0,56.45161290322581
57 Vũ Trọng Phụng,,,3.0,,,,Quận Thanh Xuân,108.0,5.7,2.0,52.77777777777778
KĐT Hạ Đình,,,3.0,,,,Quận Thanh Xuân,110.0,4.7,2.0,42.72727272727273
Handi Resco Lê văn Lương,,,3.0,,,,Quận Thanh Xuân,105.0,7.5,2.0,71.42857142857143
Handi Resco Lê văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,100.0,7.3,2.0,73.0
Diamond Flower Tower,,,3.0,,Phố Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân,120.0,8.9,2.0,74.16666666666667
Golden West,,,3.0,,Phố Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,107.0,5.5,2.0,51.401869158878505
Golden West,,,3.0,,Phố Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,96.0,5.0,2.0,52.083333333333336
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,88.0,5.3,2.0,60.22727272727273
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,4.5,2.0,44.11764705882353
Times Tower - HACC1 Complex Building,,,3.0,,,,Quận Thanh Xuân,128.0,8.0,2.0,62.5
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,97.0,7.69,3.0,79.27835051546391
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,8.48,2.0,91.18279569892474
,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,70.0,3.5,2.0,50.0
Handico Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,85.0,5.5,2.0,64.70588235294117
Starcity Lê Văn Lương,,,3.0,,,,Quận Thanh Xuân,120.0,8.9,2.0,74.16666666666667
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,134.0,9.3,2.0,69.40298507462687
Royal City,,,3.0,,,Phường Thượng Đình,Quận Thanh Xuân,117.0,8.8,2.0,75.21367521367522
Chung cư The Legacy,,,3.0,,Phố Ngụy Như Kon Tum,Phường Thanh Xuân Trung,Quận Thanh Xuân,109.0,7.0,2.0,64.22018348623853
Imperial Plaza,,,3.0,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,117.0,7.0,2.0,59.82905982905983
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,104.0,5.8,2.0,55.76923076923077
Times Tower - HACC1 Complex Building,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,135.0,8.9,2.0,65.92592592592592
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.8,2.0,68.75
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,100.0,5.7,2.0,57.0
Imperial Plaza,,,3.0,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,117.0,6.3,2.0,53.84615384615385
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.0,2.0,62.5
Sapphire Palace,,,3.0,,Phố Chính Kinh,Phường Thanh Xuân Trung,Quận Thanh Xuân,87.0,5.0,2.0,57.47126436781609
Riverside Garden,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.5,2.0,66.40625
Imperial Plaza,,,3.0,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,125.0,7.5,2.0,60.0
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,147.0,8.6,2.0,58.50340136054422
Sakura Tower,,,3.0,,,,Quận Thanh Xuân,95.0,6.0,2.0,63.1578947368421
C3 Lê Văn Lương (Golden Palace),,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,98.0,6.8,2.0,69.38775510204081
,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Nhân Chính,Quận Thanh Xuân,138.0,8.0,2.0,57.971014492753625
Chung cư The Legacy,,,3.0,,Phố Ngụy Như Kon Tum,Phường Thanh Xuân Trung,Quận Thanh Xuân,118.0,6.5,2.0,55.08474576271186
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,8.75,2.0,94.08602150537635
