duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,City,acreage_value,acreage_unit,price_value,price_unit,noBathroom
Vinhomes Ocean Park Gia Lâm,,,1,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,31.0,m2,1.69,tỷ,1
6 Đội Nhân,,,2,,Đường Đội Nhân,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,71.0,m2,,tỷ,2
Ecolife Tây Hồ,,,2,,,Phường Xuân La,Quận Tây Hồ,Hà Nội,95.0,m2,6.0,tỷ,2
249A Thụy Khuê,,,3,,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ,Hà Nội,146.0,m2,8.0,tỷ,2
N01-T1 Ngoại Giao Đoàn,,,3,,,,Quận Bắc Từ Liêm,Hà Nội,132.0,m2,,tỷ,2
IA20 Ciputra,Tây,,3,,,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,95.0,m2,,tỷ,2
6th Element,Tây,,2,,,,Quận Tây Hồ,Hà Nội,87.0,m2,8.3,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,2,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,60.0,m2,2.65,tỷ,1
Vinhomes Ocean Park Gia Lâm,,,1,,,,Huyện Gia Lâm,Hà Nội,36.0,m2,1.85,tỷ,1
671 Hoàng Hoa Thám,,,2,,Đường Hoàng Hoa Thám,Phường Liễu Giai,Quận Ba Đình,Hà Nội,93.0,m2,5.9,tỷ,2
Học Viện Quốc Phòng,Bắc,,3,,Đường Hoàng Quốc Việt,Phường Xuân La,Quận Tây Hồ,Hà Nội,136.0,m2,7.5,tỷ,2
Thăng Long Number One,Đông,,4,,Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,162.0,m2,11.3,tỷ,3
Times City - Park Hill,Nam,,3,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,106.0,m2,9.8,tỷ,2
Lancaster Hà Nội,,,3,,Đường Núi Trúc,Phường Giảng Võ,Quận Ba Đình,Hà Nội,181.0,m2,24.4,tỷ,3
,,,3,,Đường Núi Trúc,Phường Giảng Võ,Quận Ba Đình,Hà Nội,126.0,m2,12.5,tỷ,2
Thăng Long Number One,,,3,,,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,112.0,m2,6.4,tỷ,2
B1-B2 Tây Nam Linh Đàm,,,2,,,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,65.0,m2,3950000.0,tỷ,2
Indochina Plaza,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,145.0,m2,,tỷ,2
Mipec Rubik 360,,,4,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,124.0,m2,9.0,tỷ,3
The Victoria - Vinhomes Smart City,,,3,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,88.0,m2,,tỷ,2
,,,2,,Đường Nguyễn Khánh Toàn,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội,55.0,m2,3.6,tỷ,1
Mandarin Garden,,,4,,Đường Hoàng Minh Giám,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,168.0,m2,,tỷ,3
The Park Home,,,3,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,87.0,m2,6.5,tỷ,2
The Nine,Nam,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,95.0,m2,8.2,tỷ,2
Hei Tower Điện Lực,,,2,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,81.0,m2,,tỷ,2
Times City,,,3,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,95.0,m2,5.9,tỷ,
Hòa Bình Green City,Tây,,3,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,127.0,m2,8.3,tỷ,2
,,,3,,Đường Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,100.0,m2,6.3,tỷ,2
Hateco Laroma,,,3,,,Phường Láng Thượng,Quận Đống Đa,Hà Nội,120.0,m2,,tỷ,
Feliz Homes,,,2,,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,Hà Nội,67.0,m2,4.4,tỷ,2
Home City - Trung Kính Complex,Tây,,3,,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,97.0,m2,7.0,tỷ,2
Times City - Park Hill,Bắc,,2,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,79.0,m2,,tỷ,2
Bea Sky,,,2,,,,Quận Hoàng Mai,Hà Nội,62.0,m2,4.2,tỷ,2
Khai Sơn City,,,3,,,Phường Ngọc Thụy,Quận Long Biên,Hà Nội,120.0,m2,6.6,tỷ,3
Trung Hòa Nhân Chính,,,2,,,,Quận Cầu Giấy,Hà Nội,70.0,m2,4.65,tỷ,2
90 Nguyễn Tuân,,,2,,,,Quận Thanh Xuân,Hà Nội,71.0,m2,5.0,tỷ,2
Vinhomes Smart City,,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,69.0,m2,3.3,tỷ,2
KĐT mới Cầu Giấy,,,3,,Đường Trần Thái Tông,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,100.0,m2,6.2,tỷ,2
Nam Trung Yên,,,2,,Đường Phạm Hùng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,65.0,m2,3.6,tỷ,2
Viha Complex,,,3,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,97.0,m2,,tỷ,3
,,,3,,Đường Nguyễn Quý Đức,Phường Thanh Xuân Bắc,Quận Thanh Xuân,Hà Nội,80.0,m2,2.6,tỷ,1
,,,4,,Đường Hoàng Minh Giám,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,267.0,m2,,tỷ,2
KĐT Linh Đàm,,,2,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,73.0,m2,,tỷ,1
Trung Hòa Nhân Chính,,,2,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,64.0,m2,3.8,tỷ,2
,,,3,,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai,Hà Nội,150.0,m2,5.9,tỷ,3
Mipec Rubik 360,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,110.0,m2,,tỷ,2
Sài Đồng,,,,,,,Quận Long Biên,Hà Nội,70.0,m2,2.86,tỷ,
Feliz Homes,Tây,,2,,Đường Hoàng Mai,Phường Hoàng Văn Thụ,Quận Hoàng Mai,Hà Nội,76.0,m2,5.0,tỷ,2
,,,3,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,128.0,m2,6.9,tỷ,2
M3 - M4 Nguyễn Chí Thanh,,,3,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,Hà Nội,122.0,m2,7.3,tỷ,2
CT4 Vimeco II,,,3,,,,Quận Cầu Giấy,Hà Nội,144.0,m2,8.0,tỷ,2
90 Nguyễn Tuân,,,3,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,92.0,m2,6.8,tỷ,2
ĐTM Dịch Vọng,,,3,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,110.0,m2,6.8,tỷ,2
,,,2,,Phố Trần Quý Kiên,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,55.0,m2,,tỷ,2
Vinhomes Smart City,,,1,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,42.0,m2,2.6,tỷ,1
M3 - M4 Nguyễn Chí Thanh,,,3,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,Hà Nội,125.0,m2,7.8,tỷ,2
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,144.0,m2,12.3,tỷ,2
Eco City Việt Hưng,,,2,,,Phường Giang Biên,Quận Long Biên,Hà Nội,73.0,m2,3.63,tỷ,2
Hateco Hoàng Mai,,,2,,,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,52.0,m2,3.1,tỷ,1
Trung Hòa Nhân Chính,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,117.0,m2,,tỷ,2
C14 - Bộ Công An,,,3,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,107.0,m2,,tỷ,2
Eco Lake View,,,3,,Đường Đại Từ,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,90.0,m2,5.4,tỷ,2
Việt Hưng,,,3,,Phố Việt Hưng,Phường Đức Giang,Quận Long Biên,Hà Nội,110.0,m2,4.2,tỷ,2
Indochina Plaza,Nam,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,145.0,m2,,tỷ,2
173 Xuân Thủy,,,2,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,90.0,m2,,tỷ,2
,,,3,,Đường Nguyễn Thị Định,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,100.0,m2,5.65,tỷ,2
Green Park Trần Thủ Độ,,,2,,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,56.0,m2,3.6,tỷ,2
The Zei Mỹ Đình,,,2,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,89.0,m2,6.6,tỷ,2
KĐT Linh Đàm,,,3,,,,,Hà Nội,75.0,m2,3.9,tỷ,2
Watermark Tây Hồ,,,2,,Đường Lạc Long Quân,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội,121.0,m2,10.0,tỷ,2
Sapphire Palace,,,3,,Phố Chính Kinh,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,82.0,m2,,tỷ,2
Hateco Apollo,Đông,,2,,Đường 70,Phường Phương Canh,Quận Nam Từ Liêm,Hà Nội,65.0,m2,3.2,tỷ,2
KĐT mới Cầu Giấy,,,3,,Đường Dịch Vọng,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,100.0,m2,6.5,tỷ,2
Yên Hòa,,,3,,Đường Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,96.0,m2,6.2,tỷ,2
Mipec Rubik 360,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,108.0,m2,9.0,tỷ,2
Ecolife Capitol,,,3,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,103.0,m2,4.9,tỷ,2
TĐC Hoàng Cầu,Nam,,2,,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa,Hà Nội,65.0,m2,4.1,tỷ,1
Green Park Tower,,,3,,Đường Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,104.0,m2,7.0,tỷ,2
The Emerald CT8 Mỹ Đình,,,3,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,97.0,m2,7.0,tỷ,2
Mipec Rubik 360,,,2,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,95.0,m2,8.9,tỷ,2
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,99.0,m2,7.9,tỷ,2
Tây Hà Tower,Bắc,,3,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,117.0,m2,5.0,tỷ,2
Vinhomes Smart City,,,3,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,82.0,m2,4.2,tỷ,2
Trung Hòa Nhân Chính,,,2,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,65.0,m2,3.7,tỷ,1
Eurowindow Multi Complex,,,2,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,77.0,m2,5.0,tỷ,2
Iris Garden,,,3,,Đường Trần Hữu Dực,,Quận Nam Từ Liêm,Hà Nội,104.0,m2,6.3,tỷ,
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,91.0,m2,8.0,tỷ,2
HUD3 Nguyễn Đức Cảnh,Nam,,2,,Đường Nguyễn Đức Cảnh,Phường Tương Mai,Quận Hoàng Mai,Hà Nội,96.0,m2,5.95,tỷ,1
Trung Hòa Nhân Chính,,,2,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,78.0,m2,4.75,tỷ,1
Vinhomes Skylake,,,3,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,110.0,m2,,tỷ,2
Yên Hòa,,,3,,Đường Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,98.0,m2,6.0,tỷ,2
Bea Sky,,,3,,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,80.0,m2,5.2,tỷ,2
HH2 Bắc Hà,,,,,,,Quận Nam Từ Liêm,Hà Nội,105.0,m2,,tỷ,
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,99.0,m2,8.0,tỷ,2
Yên Hòa,,,3,,Đường Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,100.0,m2,6.0,tỷ,2
CT4 Vimeco II,,,4,,,,Quận Cầu Giấy,Hà Nội,150.0,m2,,tỷ,3
Indochina Plaza,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,128.0,m2,,tỷ,2
Dolphin Plaza,,,3,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,182.0,m2,8.4,tỷ,3
The Park Home,,,2,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,82.0,m2,5.4,tỷ,2
Trung Hòa Nhân Chính,,,,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,146.0,m2,64.0,triệu,
Indochina Plaza,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,117.0,m2,,tỷ,2
The Nine,Bắc,,2,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,88.0,m2,7.2,tỷ,2
Golden Palace,Đông,,3,,,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,128.0,m2,6.5,tỷ,2
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,142.0,m2,,tỷ,2
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,104.0,m2,,tỷ,2
,,,3,,Đường Nguyễn Chánh,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,90.0,m2,6.7,tỷ,2
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,144.0,m2,,tỷ,2
Hapulico Complex,,,3,,,,Quận Thanh Xuân,Hà Nội,102.0,m2,6.57,tỷ,2
Cầu Giấy Center Point,,,2,,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,75.0,m2,5.9,tỷ,2
Dreamland Bonanza,,,2,,Đường Duy Tân,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,92.0,m2,5.5,tỷ,2
Hateco Laroma,Đông,,3,,,Phường Láng Thượng,Quận Đống Đa,Hà Nội,136.0,m2,,tỷ,2
Golden Palace,,,2,,,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,85.0,m2,,tỷ,2
Licogi 13 Tower,,,2,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,82.0,m2,4.5,tỷ,2
Mỹ Đình Plaza 2,,,2,,Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,70.0,m2,4.6,tỷ,2
Dreamland Bonanza,,,2,,,,Quận Nam Từ Liêm,Hà Nội,77.0,m2,6.12,tỷ,2
Viha Complex,,,3,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,118.0,m2,10.97,tỷ,3
Sudico Mỹ Đình,,,3,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,115.0,m2,,tỷ,2
Vinhomes Smart City,,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,58.0,m2,3.1,tỷ,1
Imperia Sola Park,,,2,,,,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.39,tỷ,2
Mỹ Đình Pearl,,,2,,,,Quận Nam Từ Liêm,Hà Nội,73.0,m2,6.2,tỷ,2
Vinhomes Smart City,,,1,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,31.0,m2,1.9,tỷ,1
Mỹ Đình Plaza 2,,,2,,,,Quận Nam Từ Liêm,Hà Nội,71.0,m2,4.5,tỷ,2
FLC Complex Phạm Hùng,,,2,,Đường 70,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,65.0,m2,3.6,tỷ,2
The Garden Hills - 99 Trần Bình,,,3,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,89.0,m2,4.8,tỷ,2
HH2 Bắc Hà,,,3,,,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,133.0,m2,5.5,tỷ,2
The Manor,,,4,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,193.0,m2,12.5,tỷ,2
Dreamland Bonanza,,,2,,Đường Duy Tân,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,73.0,m2,5.4,tỷ,2
Iris Garden,,,3,,Đường Trần Hữu Dực,Phường Cầu Diễn,Quận Nam Từ Liêm,Hà Nội,135.0,m2,,tỷ,2
Vinhomes Skylake,,,2,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,72.0,m2,6.9,tỷ,2
Ecolife Capitol,,,3,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,110.0,m2,,tỷ,2
TNR The Nosta,,,2,,Đường Láng,Phường Ngã Tư Sở,Quận Đống Đa,Hà Nội,70.0,m2,4.9,tỷ,2
The Miami,,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,69.0,m2,4.2,tỷ,2
The Zei Mỹ Đình,,,4,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,186.0,m2,18.0,tỷ,3
Kiến Hưng Luxury,,,,,,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,70.0,m2,2.76,tỷ,
N03-T6 Ngoại Giao Đoàn,Nam,,3,,,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,135.0,m2,11.48,tỷ,2
Keangnam,,,3,,Đường Phạm Hùng,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,107.0,m2,,tỷ,2
Hà Thành Plaza,,,3,,Phố Thái Thịnh,Phường Thịnh Quang,Quận Đống Đa,Hà Nội,115.0,m2,7.3,tỷ,2
The Miami,,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,59.0,m2,3.25,tỷ,1
N04B Ngoại Giao Đoàn,Đông,,3,,,,Quận Bắc Từ Liêm,Hà Nội,129.0,m2,9.03,tỷ,2
M5 Nguyễn Chí Thanh,,,4,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,Hà Nội,150.0,m2,10.45,tỷ,2
Eco Green City,,,2,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,Hà Nội,67.0,m2,3.7,tỷ,2
Lancaster Luminaire,,,,,Đường Láng,Phường Láng Thượng,Quận Đống Đa,Hà Nội,30.0,m2,2.9,tỷ,
Green Diamond 93 Láng Hạ,,,1,,Phố Láng Hạ,Phường Láng Hạ,Quận Đống Đa,Hà Nội,48.0,m2,5.5,tỷ,1
Handico Complex,,,,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,86.0,m2,74.0,triệu,
Kosmo Tây Hồ,,,2,,Đường Xuân La,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,89.0,m2,6.5,tỷ,2
N03-T7 Ngoại Giao Đoàn,,,3,,,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,118.0,m2,8.8,tỷ,2
Heritage West Lake,,,3,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,150.0,m2,,tỷ,3
Sunshine City,,,3,,,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,178.0,m2,,tỷ,3
Eurowindow River Park,,,3,,,,Huyện Đông Anh,Hà Nội,82.0,m2,4.2,tỷ,2
Goldmark City,,,2,,,,Quận Bắc Từ Liêm,Hà Nội,78.0,m2,4.1,tỷ,2
,Bắc,,2,,Đường Vĩnh Phúc,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,70.0,m2,3.48,tỷ,2
Kosmo Tây Hồ,,,2,,Đường Xuân La,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,77.0,m2,6.05,tỷ,2
Vinhomes Metropolis - Liễu Giai,,,2,,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình,Hà Nội,78.0,m2,7.8,tỷ,2
N04B Ngoại Giao Đoàn,,,3,,,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,129.0,m2,9.1,tỷ,2
Sunshine Golden River,,,3,,,,,Hà Nội,160.0,m2,17.96,tỷ,3
N03-T3&T4 Ngoại Giao Đoàn,,,3,,,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,130.0,m2,12.3,tỷ,2
Thành Phố Giao Lưu,,,2,,,,Quận Bắc Từ Liêm,Hà Nội,77.0,m2,3.9,tỷ,2
Sunshine Riverside,Đông,,3,,,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,96.0,m2,6.1,tỷ,2
,,,3,,Đường Vĩnh Phúc,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,100.0,m2,4.45,tỷ,2
D2 Giảng Võ,,,4,,,,Quận Ba Đình,Hà Nội,200.0,m2,18.0,tỷ,3
Vinhomes Ocean Park Gia Lâm,,,1,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,46.0,m2,2.15,tỷ,1
Ciputra Hà Nội,,,4,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,169.0,m2,14.0,tỷ,4
Sunshine Golden River,,,3,,,,Quận Tây Hồ,Hà Nội,161.0,m2,17.0,tỷ,2
Moonlight 1 - An Lạc Green Symphony,,,3,,,Xã Vân Canh,Huyện Hoài Đức,Hà Nội,95.0,m2,5.35,tỷ,2
Sunshine Golden River,Bắc,,3,,,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,141.0,m2,12.2,tỷ,2
Hồ Gươm Plaza,,,3,,Đường Trần Phú,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,141.0,m2,5.2,tỷ,2
Moonlight 1 - An Lạc Green Symphony,,,3,,,Xã Vân Canh,Huyện Hoài Đức,Hà Nội,95.0,m2,5.6,tỷ,2
MHD Trung Văn,Đông,,3,,,,Quận Nam Từ Liêm,Hà Nội,105.0,m2,6.3,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,2,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,70.0,m2,3.0,tỷ,2
Summit Building,,,2,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,86.0,m2,,tỷ,2
Diamond Park Plaza,,,3,,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình,Hà Nội,124.0,m2,,tỷ,2
HH4 Linh Đàm,,,2,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,66.0,m2,2.5,tỷ,2
Grand Sunlake,,,3,,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông,Hà Nội,91.0,m2,3.82,tỷ,2
The Pavilion - Vinhomes Ocean Park,,,1,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,47.0,m2,2.5,tỷ,1
Tòa Tháp Thiên Niên Kỷ,,,2,,Đường Quang Trung,Phường Yết Kiêu,Quận Hà Đông,Hà Nội,62.0,m2,4.1,tỷ,1
Hồ Gươm Plaza,,,3,,Đường Trần Phú,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,74.0,m2,4.2,tỷ,2
BRG Diamond Residence,,,3,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,144.0,m2,13.0,tỷ,3
Vinhomes Ocean Park Gia Lâm,,,2,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,68.0,m2,2.96,tỷ,2
Hà Nội Paragon,Đông,,2,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,85.0,m2,5.3,tỷ,2
Thanh Hà Mường Thanh,,,2,,,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,80.0,m2,2.88,tỷ,2
HH4 Linh Đàm,Tây,,2,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,66.0,m2,2.7,tỷ,2
Gamuda Gardens,,,2,,,,Quận Hoàng Mai,Hà Nội,60.0,m2,4.28,tỷ,
,,,,,,Phường Tân Mai,Quận Hoàng Mai,Hà Nội,53.0,m2,2.9,tỷ,
Mipec City View,,,2,,,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,69.0,m2,,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,1,,Đường 5,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,31.0,m2,1.45,tỷ,1
Golden Palace,,,3,,,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,105.0,m2,5.25,tỷ,2
N05 Trần Duy Hưng,,,3,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,181.0,m2,,tỷ,3
Thanh Hà Mường Thanh,,,2,,,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,78.0,m2,2.99,tỷ,2
Summit Building,,,3,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,145.0,m2,,tỷ,2
Tràng An Complex,Nam,,3,,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội,98.0,m2,7.0,tỷ,2
The Beverly - Vinhomes Ocean Park,,,2,,,Xã Đa Tốn,Huyện Gia Lâm,Hà Nội,63.0,m2,3.95,tỷ,2
Hateco Hoàng Mai,,,2,,Phố Hưng Phúc,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,52.0,m2,3.1,tỷ,1
The Pride,,,3,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,91.0,m2,4.2,tỷ,2
